Potaje de garbanzos con espinacas,45,Sofreír cebolla y ajo picados en una olla grande hasta que tomen color. Añadir pimentón y mezclar para que no se queme. Incorporar garbanzos cocidos y cubrir con agua. Añadir espinacas y cocinar a fuego medio moviendo ocasionalmente hasta que todo esté bien integrado. Servir con huevo duro cortado si se desea,MEDIO,garbanzos cocidos;200g|espinacas;150g|cebolla;1u|ajo;1u
Pollo en pepitoria clásica,55,Dorar las piezas de pollo en una cazuela hasta que tomen color. Tostar almendras y pan en una sartén y triturarlos con un poco de caldo para formar un majado espeso. Pochar cebolla picada y añadir el majado y el pollo. Cubrir con caldo y cocinar a fuego suave hasta que la salsa espese y el pollo quede tierno. Servir acompañado de patatas cocidas,MEDIO,pollo;1u|almendras;40g|pan;20g|cebolla;1u|caldo;300ml
Patatas a la riojana auténticas,40,Picar cebolla y ajo y sofreírlos en una olla grande. Añadir chorizo en rodajas y saltearlo brevemente para que suelte su sabor. Pelar y chascar patatas para que suelten almidón y espesen el guiso. Añadir las patatas a la olla y cubrir con agua. Cocinar a fuego medio hasta que queden muy tiernas y el caldo espeso. Servir caliente,MEDIO,patata;3u|chorizo;1u|cebolla;1u|ajo;1u
Pisto de la abuela,45,Pelar y cortar todas las verduras en cubos pequeños. Sofreír la cebolla y el pimiento hasta que estén tiernos. Añadir calabacín y berenjena y cocinar hasta que reduzcan su volumen. Incorporar tomate triturado y dejar cocer a fuego lento hasta que el agua se evapore y quede una salsa espesa. Ajustar sal y servir como plato principal o acompañamiento,MEDIO,berenjena;1u|calabacín;1u|pimiento rojo;1u|cebolla;1u|tomate triturado;200g
Conejo al ajillo tradicional,45,Cortar el conejo en trozos pequeños y salpimentarlo. Dorarlo a fuego fuerte para que adquiera color. Añadir abundante ajo laminado y dejar que se dore sin quemarse. Incorporar vino blanco y permitir que se evapore el alcohol. Continuar la cocción a fuego lento hasta que el conejo esté tierno. Servir con patatas fritas o cocidas,FACIL,conejo;1u|ajo;5u|vino blanco;50ml
Puerros gratinados caseros,35,Lavar y cortar los puerros en trozos largos retirando la parte verde más dura. Hervirlos en agua con sal hasta que estén tiernos. Preparar una bechamel suave con leche harina y mantequilla y dejar cocer hasta que espese ligeramente. Colocar los puerros en una bandeja cubrir con la bechamel y añadir queso rallado. Gratinar en el horno hasta que la superficie esté dorada,MEDIO,puerro;3u|leche;200ml|harina;20g|mantequilla;20g|queso;30g
Risotto de calabaza y parmesano,40,Pelar y cortar calabaza en cubos pequeños. Sofreír cebolla picada hasta ablandar. Añadir arroz y rehogarlo para que absorba el aceite. Incorporar la calabaza y añadir caldo caliente poco a poco mientras se remueve constantemente. Continuar añadiendo caldo hasta que el arroz esté cremoso y al punto. Añadir queso parmesano y mezclar hasta integrar. Reposar un minuto antes de servir,MEDIO,arroz;200g|calabaza;1u|cebolla;1u|caldo;500ml|queso parmesano;40g
Pollo relleno al horno,55,Abrir la pechuga de pollo en forma de libro. Preparar un relleno con espinacas salteadas cebolla y queso. Rellenar el pollo y cerrarlo con ayuda de palillos. Dorar el pollo en una sartén y pasarlo a una bandeja. Añadir un poco de caldo y hornear hasta que esté completamente cocido. Servir con la salsa resultante,MEDIO,pollo;1u|espinacas;150g|cebolla;1u|queso;50g|caldo;100ml
Pasta fresca casera,50,Mezclar harina y huevo hasta obtener una masa compacta. Amasar durante varios minutos hasta que esté lisa. Reposar la masa cubierta con un paño. Estirar con rodillo hasta obtener una lámina fina. Cortar la pasta en tiras o formas deseadas. Cocer en agua con sal durante pocos minutos hasta que esté tierna y servir con la salsa preferida,DIFICIL,harina;200g|huevo;2u
Estofado de ternera tradicional,75,Cortar la ternera en dados y dorarla en una olla grande. Picar cebolla zanahoria y ajo y añadirlos a la olla. Remover y cocinar unos minutos. Incorporar caldo y vino y cocinar a fuego lento removiendo ocasionalmente. Mantener la cocción hasta que la carne esté muy tierna y la salsa concentrada. Servir caliente,DIFICIL,ternera;300g|zanahoria;1u|cebolla;1u|ajo;1u|vino tinto;50ml|caldo;300ml
Pargo al horno con hierbas,45,Lavar el pargo y secarlo bien. Rellenar el interior con hierbas como perejil y ajo. Colocar en una bandeja y añadir aceite y limón. Hornear hasta que la carne se desprenda con facilidad. Servir con las hierbas y el jugo de cocción,MEDIO,pargo;1u|perejil;1u|ajo;2u|limón;1u
Pollo en salsa de almendras,50,Dorar el pollo en una sartén y reservar. Triturar almendras tostadas con ajo y pan para formar una pasta. Sofreír cebolla picada y añadir la mezcla de almendras. Incorporar el pollo y caldo y cocinar a fuego lento hasta que la salsa espese. Servir acompañado de arroz o patatas,MEDIO,pollo;1u|almendras;50g|ajo;2u|pan;20g|cebolla;1u|caldo;300ml
Canelones caseros,60,Preparar el relleno picando carne y mezclándola con sofrito de cebolla y tomate. Cocer las placas de canelones y rellenarlas con la mezcla. Disponer en una bandeja y cubrir con bechamel espesa. Hornear hasta dorar la superficie. Servir caliente,DIFICIL,placas de canelón;10u|carne picada;200g|cebolla;1u|tomate triturado;150g|leche;200ml|harina;20g
Paella mixta tradicional,55,Dorar pollo y verduras en una paellera. Añadir arroz y mezclar bien. Incorporar caldo caliente y añadir marisco como gambas y mejillones. Cocinar sin remover hasta que el arroz esté tierno. Dejar reposar unos minutos antes de servir. Servir directamente en la paellera,DIFICIL,arroz;200g|pollo;1u|gambas;150g|mejillones;150g|pimiento rojo;1u|caldo;500ml
Crema de marisco,50,Sofreír cebolla zanahoria y puerro. Añadir cabezas de marisco y rehogar unos minutos. Incorporar agua y hervir para extraer sabor. Colar el caldo y añadir pulpa de marisco cocida. Triturar todo hasta obtener una crema fina y cocinar unos minutos más antes de servir,DIFICIL,cebolla;1u|zanahoria;1u|puerro;1u|marisco;200g
Pollo al vino blanco,45,Dorar el pollo en una sartén hasta que adquiera color. Añadir ajo picado y dejar que suelte aroma. Incorporar vino blanco y dejar reducir. Añadir caldo y cocinar a fuego lento hasta que la salsa espese y el pollo quede tierno. Ajustar sal y servir con patatas cocidas,MEDIO,pollo;1u|ajo;2u|vino blanco;100ml|caldo;200ml
Pasta con calabacín rallado,18,Cocer la pasta en agua con sal hasta que esté al dente. Rallar el calabacín y saltearlo en una sartén con aceite hasta que pierda agua y quede tierno. Añadir un poco de ajo picado para dar aroma. Mezclar la pasta escurrida con el calabacín y ajustar sal. Servir caliente,FACIL,pasta;200g|calabacín;1u|ajo;1u
Arroz con tomate y huevo,20,Cocer el arroz y reservar. Calentar una sartén y añadir tomate triturado y un poco de ajo picado. Cocinar unos minutos hasta que espese. Mezclar el arroz con la salsa y colocar un huevo frito encima. Servir de inmediato,FACIL,arroz;200g|tomate triturado;150g|ajo;1u|huevo;1u
Patatas con sofrito de pimientos,25,Pelar y cortar patatas en cubos y hervirlas hasta que estén tiernas. Cortar pimientos y cebolla en tiras y saltearlos en una sartén hasta ablandar. Mezclar las patatas con el sofrito y ajustar sal. Servir templado,FACIL,patata;3u|pimiento rojo;1u|pimiento verde;1u|cebolla;1u
Huevos revueltos con cebolla,12,Picar la cebolla en trozos pequeños y saltearla en aceite hasta que esté muy tierna. Batir los huevos y verterlos sobre la cebolla. Remover constantemente hasta obtener la textura deseada. Ajustar sal y servir,FACIL,huevo;2u|cebolla;1u
Arroz con ajo y perejil,15,Cocer el arroz en agua con sal. Picar ajo y perejil finamente y saltearlos unos segundos en aceite. Añadir el arroz cocido y mezclar hasta integrar aromas. Servir como plato principal o guarnición,FACIL,arroz;200g|ajo;2u|perejil;1u
Verduras al vapor con huevo duro,18,Cortar zanahoria calabacín y patata en trozos. Cocerlos al vapor hasta que estén tiernos. Hervir los huevos por separado. Servir las verduras con los huevos partidos encima y un chorrito de aceite,FACIL,zanahoria;1u|calabacín;1u|patata;1u|huevo;2u
Arroz con guisantes y cebolla,20,Picar cebolla y saltearla a fuego medio hasta ablandar. Añadir guisantes y cocinar unos minutos. Incorporar el arroz cocido y mezclar todo hasta integrar sabores. Ajustar sal y servir,FACIL,arroz;200g|guisantes;100g|cebolla;1u
Tallarines con ajo y limón,14,Hervir los tallarines hasta que estén tiernos. Cortar ajo en láminas y dorarlo suavemente en aceite. Añadir ralladura de limón y mezclar con los tallarines escurridos. Ajustar sal y servir,FACIL,tallarines;200g|ajo;2u|limón;1u
Caldo suave de verduras,30,Cortar puerro zanahoria y patata en trozos grandes. Hervir todo en una olla con agua y sal durante media hora. Colar el caldo y servir con algunas verduras dentro. Plato ligero y reconfortante,FACIL,puerro;1u|zanahoria;1u|patata;1u
Patatas salteadas con cebolla tierna,22,Lavar las patatas y cortarlas en cubos pequeños. Saltearlas a fuego medio hasta que queden crujientes por fuera y tiernas por dentro. Añadir cebolla tierna picada y cocinar unos minutos más. Ajustar sal y servir,FACIL,patata;3u|cebolla tierna;1u
Arroz al horno con verduras,35,Cortar cebolla pimiento y tomate en trozos pequeños. Sofreír las verduras en una sartén con aceite hasta que estén tiernas. Añadir arroz y mezclar unos minutos para que absorba el sabor. Pasar la mezcla a una bandeja añadir agua y hornear hasta que el arroz esté tierno. Dejar reposar antes de servir,MEDIO,arroz;200g|cebolla;1u|pimiento rojo;1u|tomate;1u
Fideos salteados con huevo,18,Cocer los fideos y escurrirlos. Batir los huevos y reservar. Saltear cebolla picada y añadir los fideos. Incorporar los huevos y remover hasta que cuajen ligeramente. Ajustar sal y servir caliente,FACIL,fideos;150g|huevo;2u|cebolla;1u
Guiso de patatas con pimentón,30,Pelar y cortar patatas en trozos medianos. Picar cebolla y sofreírla hasta ablandar. Añadir pimentón y las patatas y cubrir con agua. Cocinar a fuego medio hasta que las patatas estén tiernas. Ajustar sal y servir,MEDIO,patata;3u|cebolla;1u|pimentón;5g
Judías blancas estofadas,40,Sofreír cebolla y ajo picados. Añadir judías blancas cocidas y mezclar. Incorporar agua y laurel y cocinar a fuego lento para integrar sabores. Ajustar sal antes de servir,MEDIO,judías blancas cocidas;200g|cebolla;1u|ajo;1u|laurel;1u
Huevo duro con ensalada templada,12,Hervir los huevos hasta que queden duros. Cortar calabacín y saltearlo brevemente. Servir los huevos partidos sobre el calabacín y añadir tomate fresco picado. Aliñar con aceite y limón,FACIL,huevo;2u|calabacín;1u|tomate;1u
Arroz salteado con zanahoria,16,Cocer arroz y reservar. Rallar zanahoria y saltearla en una sartén con aceite hasta que esté tierna. Añadir el arroz y mezclar bien. Ajustar sal y servir caliente,FACIL,arroz;200g|zanahoria;2u
Pasta con pimiento y cebolla,20,Cortar pimiento y cebolla en tiras finas y saltearlas hasta ablandar. Cocer la pasta y escurrirla. Mezclar la pasta con las verduras y añadir aceite para integrar todo. Servir caliente,FACIL,pasta;200g|pimiento verde;1u|cebolla;1u
Guiso de arroz con pollo picado,28,Picar pollo en trozos pequeños y dorarlo en una olla. Añadir cebolla picada y cocinar hasta ablandar. Incorporar arroz y agua y cocinar a fuego medio hasta que el arroz esté tierno. Ajustar sal,FACIL,pollo;1u|arroz;200g|cebolla;1u
Verduras salteadas con huevo poché,22,Cortar calabacín zanahoria y cebolla en tiras. Saltearlas a fuego medio hasta ablandar. Hervir agua y preparar un huevo pochado. Servir las verduras y colocar el huevo encima. Añadir un chorrito de aceite,FACIL,calabacín;1u|zanahoria;1u|cebolla;1u|huevo;1u
Crema de puerro y patata,30,Cortar puerro y patata en trozos. Saltear el puerro en aceite hasta ablandar. Añadir las patatas y cubrir con agua. Cocinar hasta que estén tiernas y triturar hasta obtener textura cremosa. Ajustar sal y servir caliente,FACIL,puerro;2u|patata;2u
Tortellini con nata y jamón,25,Hervir los tortellini en agua con sal hasta que estén tiernos. Cortar el jamón en tiras y saltearlo ligeramente en una sartén. Añadir la nata y cocinar unos minutos hasta que espese. Escurrir los tortellini y añadirlos a la salsa. Mezclar bien y servir caliente,FACIL,tortellini;200g|jamón cocido;100g|nata líquida;100ml
Salmón al horno con limón,22,Colocar el salmón en una bandeja y añadir encima rodajas de limón. Agregar un chorrito de aceite y salpimentar. Hornear hasta que quede jugoso por dentro y dorado por fuera. Servir con una guarnición ligera,FACIL,salmón;1u|limón;1u|aceite de oliva;10ml
Estofado de pollo con verduras,40,Cortar el pollo en trozos y dorarlo en una olla con aceite. Añadir cebolla zanahoria y pimiento picados y cocinar hasta ablandar. Incorporar caldo y dejar cocinar a fuego lento hasta que el pollo esté muy tierno. Ajustar sal y servir caliente,MEDIO,pollo;1u|zanahoria;1u|pimiento verde;1u|cebolla;1u|caldo de pollo;1500ml
Garbanzos con chorizo,35,Cortar el chorizo en rodajas y dorarlo en una olla. Añadir cebolla picada y sofreír hasta que esté tierna. Incorporar garbanzos cocidos y un poco de caldo. Cocinar a fuego medio para integrar sabores. Servir caliente,MEDIO,garbanzos cocidos;200g|chorizo;80g|cebolla;1u
Calabacines rellenos,45,Cortar los calabacines por la mitad y vaciarlos con una cuchara. Saltear cebolla y carne picada. Añadir el interior del calabacín y tomate. Rellenar los calabacines y hornear hasta que estén tiernos. Servir con queso por encima si se desea,MEDIO,calabacín;2u|carne picada;150g|cebolla;1u|tomate triturado;150g
Pasta al ajillo,15,Hervir la pasta hasta que esté al dente. Cortar los ajos en láminas y dorarlos a fuego bajo para evitar que se quemen. Añadir perejil y mezclar con la pasta recién escurrida. Servir inmediatamente,FACIL,pasta;200g|ajo;3u|perejil;1u|aceite de oliva;20ml
Pollo con salsa de yogur,20,Cortar el pollo en trozos y dorarlo en una sartén. Preparar salsa mezclando yogur limón ajo y especias. Verter la salsa sobre el pollo y cocinar unos minutos. Servir acompañado de arroz o ensalada,FACIL,pollo;1u|yogur natural;1u|limón;1u|ajo;2u
Espinacas a la crema,18,Saltear las espinacas en una sartén hasta reducir su volumen. Añadir nata y remover hasta que espese. Incorporar una pizca de nuez moscada para potenciar el sabor. Cocinar unos minutos más y servir,FACIL,espinacas;200g|nata líquida;100ml
Fajitas de pollo,25,Cortar el pollo en tiras y saltearlo en sartén caliente. Añadir pimientos y cebolla cortados en tiras y cocinar hasta ablandar. Incorporar especias y mezclar bien. Calentar las tortillas y rellenarlas con la mezcla. Servir caliente,FACIL,pollo;1u|pimiento rojo;1u|pimiento verde;1u|cebolla;1u|tortillas;3u
Crepes rellenos de pollo,30,Preparar la masa mezclando harina leche y huevo hasta obtener una mezcla homogénea. Cocinar los crepes en una sartén. Saltear pollo y cebolla para el relleno. Rellenar los crepes y doblarlos. Servir calientes,FACIL,harina;100g|leche;200ml|huevo;1u|pollo;1u|cebolla;1u
Verduras al horno,30,Lavar todas las verduras y cortarlas en trozos medianos. Colocarlas en una bandeja para horno y añadir aceite y especias. Mezclar bien para que todas queden impregnadas. Hornear hasta que estén tiernas y ligeramente doradas. Servir caliente,FACIL,calabacín;1u|berenjena;1u|pimiento rojo;1u|cebolla;1u
Puré de patata casero,25,Pelar las patatas y cortarlas en trozos. Hervirlas en agua con sal hasta que estén muy blandas. Escurrirlas y triturarlas con mantequilla y leche hasta formar un puré suave. Ajustar sal y servir caliente,FACIL,patata;3u|mantequilla;20g|leche;100ml
Huevos a la flamenca,28,Picar cebolla ajo y pimiento y sofreírlos hasta ablandar. Añadir tomate triturado y cocinar hasta reducir. Colocar la mezcla en una cazuela y añadir los huevos encima. Hornear hasta que los huevos cuajen. Servir caliente,MEDIO,cebolla;1u|pimiento verde;1u|ajo;1u|tomate triturado;200g|huevo;2u
Merluza en salsa verde,25,Picar ajo y perejil y saltearlos suavemente en una sartén. Añadir la merluza y un chorrito de vino blanco. Incorporar caldo y mover la sartén para ligar la salsa. Cocinar hasta que la merluza esté tierna y la salsa ligeramente espesa. Servir con patata cocida,MEDIO,merluza;1u|ajo;2u|perejil;1u|vino blanco;50ml
Cuscús con verduras,18,Hidratar el cuscús con agua caliente y dejar reposar. Saltear verduras picadas hasta que estén tiernas. Mezclar el cuscús con las verduras y añadir especias al gusto. Ajustar sal y servir caliente,FACIL,cuscús;200g|calabacín;1u|zanahoria;1u|cebolla;1u
